success,family,n_qubits,seed,n_t_gates,gf2_rank,nullity,nullity_ratio,n_amenable,n_not_amenable,amenability_rate,default_chi,default_ofd_rate,default_time,guided_chi,guided_ofd_rate,guided_time,n_ofd_skipped,chi_match,chi_ratio,time_savings,predicted_chi
true,"Graph State",5,3950865267,5,3,2,0.400000,3,2,0.600000,2,1.000000,0.0008,2,0.600000,0.0008,2,true,1.000000,0.022268,4
true,"Graph State",5,2564828671,5,2,3,0.600000,2,3,0.400000,2,1.000000,0.0012,2,0.400000,0.0012,3,true,1.000000,0.010729,8
true,"Graph State",5,3382723847,5,2,3,0.600000,2,3,0.400000,2,1.000000,0.0014,2,0.400000,0.0013,3,true,1.000000,0.041968,8
true,"Graph State",5,662205439,5,4,1,0.200000,4,1,0.800000,2,1.000000,0.0005,2,0.800000,0.0005,1,true,1.000000,0.061314,2
true,"Graph State",6,3892873272,6,4,2,0.333333,4,2,0.666667,2,1.000000,0.0011,2,0.666667,0.0011,2,true,1.000000,0.026922,4
true,"Graph State",6,1438149979,6,3,3,0.500000,3,3,0.500000,2,1.000000,0.0016,2,0.500000,0.0015,3,true,1.000000,0.052378,8
true,"Graph State",6,3186096591,6,4,2,0.333333,4,2,0.666667,2,1.000000,0.0014,2,0.666667,0.0011,2,true,1.000000,0.212121,4
true,"Graph State",6,2219010457,6,4,2,0.333333,4,2,0.666667,1,1.000000,0.0051,1,0.666667,0.0010,2,true,1.000000,0.809491,4
true,"Graph State",7,2869322944,7,4,3,0.428571,4,3,0.571429,1,1.000000,0.0018,1,0.571429,0.0019,3,true,1.000000,-0.039805,8
true,"Graph State",7,4177435560,7,5,2,0.285714,5,2,0.714286,2,1.000000,0.0015,2,0.714286,0.0012,2,true,1.000000,0.159910,4
true,"Graph State",7,2110093406,7,6,1,0.142857,6,1,0.857143,2,1.000000,0.0007,2,0.857143,0.0007,1,true,1.000000,0.036585,2
true,"Graph State",7,2765810926,7,3,4,0.571429,3,4,0.428571,1,1.000000,0.0022,1,0.428571,0.0027,4,true,1.000000,-0.221686,16
true,"Graph State",8,2648167541,8,5,3,0.375000,5,3,0.625000,2,1.000000,0.0043,2,0.625000,0.0022,3,true,1.000000,0.482360,8
true,"Graph State",8,1978447958,8,5,3,0.375000,5,3,0.625000,2,1.000000,0.0026,2,0.625000,0.0024,3,true,1.000000,0.073759,8
true,"Graph State",8,1143023742,8,5,3,0.375000,5,3,0.625000,2,1.000000,0.0026,2,0.625000,0.0048,3,true,1.000000,-0.864000,8
true,"Graph State",8,1521813551,8,5,3,0.375000,5,3,0.625000,1,1.000000,0.0035,1,0.625000,0.0022,3,true,1.000000,0.360997,8
true,"Cluster State (1D)",4,2788412396,4,3,1,0.250000,3,1,0.750000,2,1.000000,0.0004,2,0.750000,0.0004,1,true,1.000000,0.072446,2
true,"Cluster State (1D)",4,1676998872,4,4,0,0.000000,4,0,1.000000,1,1.000000,0.0000,1,1.000000,0.0000,0,true,1.000000,0.046632,1
true,"Cluster State (1D)",4,1533129720,4,3,1,0.250000,3,1,0.750000,2,1.000000,0.0005,2,0.750000,0.0004,1,true,1.000000,0.190523,2
true,"Cluster State (1D)",4,3544224110,4,2,2,0.500000,2,2,0.500000,1,1.000000,0.0007,1,0.500000,0.0006,2,true,1.000000,0.026891,4
true,"Cluster State (1D)",5,833371602,5,2,3,0.600000,2,3,0.400000,2,1.000000,0.0012,2,0.400000,0.0014,3,true,1.000000,-0.141436,8
true,"Cluster State (1D)",5,3321024977,5,2,3,0.600000,2,3,0.400000,2,1.000000,0.0030,2,0.400000,0.0016,3,true,1.000000,0.456539,8
true,"Cluster State (1D)",5,818038168,5,4,1,0.200000,4,1,0.800000,1,1.000000,0.0005,1,0.800000,0.0005,1,true,1.000000,0.003958,2
true,"Cluster State (1D)",5,2591227421,5,3,2,0.400000,3,2,0.600000,2,1.000000,0.0009,2,0.600000,0.0009,2,true,1.000000,0.064904,4
true,"Cluster State (1D)",6,2658912407,6,3,3,0.500000,3,3,0.500000,2,1.000000,0.0020,2,0.500000,0.0018,3,true,1.000000,0.080994,8
true,"Cluster State (1D)",6,2604965053,6,4,2,0.333333,4,2,0.666667,2,1.000000,0.0017,2,0.666667,0.0050,2,true,1.000000,-1.964541,4
true,"Cluster State (1D)",6,723738671,6,4,2,0.333333,4,2,0.666667,2,1.000000,0.0013,2,0.666667,0.0011,2,true,1.000000,0.189709,4
true,"Cluster State (1D)",6,2476223103,6,5,1,0.166667,5,1,0.833333,2,1.000000,0.0012,2,0.833333,0.0007,1,true,1.000000,0.443657,2
true,"Cluster State (1D)",7,2839920452,7,5,2,0.285714,5,2,0.714286,2,1.000000,0.0013,2,0.714286,0.0013,2,true,1.000000,0.038107,4
true,"Cluster State (1D)",7,1559241972,7,4,3,0.428571,4,3,0.571429,2,1.000000,0.0029,2,0.571429,0.0018,3,true,1.000000,0.384433,8
true,"Cluster State (1D)",7,412093962,7,4,3,0.428571,4,3,0.571429,2,1.000000,0.0019,2,0.571429,0.0022,3,true,1.000000,-0.154674,8
true,"Cluster State (1D)",7,2190913773,7,5,2,0.285714,5,2,0.714286,2,1.000000,0.0013,2,0.714286,0.0012,2,true,1.000000,0.085346,4
true,"Cluster State (1D)",8,1042655051,8,6,2,0.250000,6,2,0.750000,2,1.000000,0.0016,2,0.750000,0.0016,2,true,1.000000,-0.005073,4
true,"Cluster State (1D)",8,203336450,8,5,3,0.375000,5,3,0.625000,2,1.000000,0.0039,2,0.625000,0.0020,3,true,1.000000,0.492073,8
true,"Cluster State (1D)",8,300093261,8,4,4,0.500000,4,4,0.500000,2,1.000000,0.0032,2,0.500000,0.0052,4,true,1.000000,-0.663417,16
true,"Cluster State (1D)",8,2534627903,8,5,3,0.375000,5,3,0.625000,1,1.000000,0.0023,1,0.625000,0.0020,3,true,1.000000,0.116784,8
true,"QAOA MaxCut (p=1, 3-regular)",4,238177130,4,2,2,0.500000,1,3,0.250000,1,1.000000,0.0012,1,0.250000,0.0009,3,true,1.000000,0.276993,4
true,"QAOA MaxCut (p=1, 3-regular)",4,2930825239,4,2,2,0.500000,1,3,0.250000,1,1.000000,0.0016,1,0.250000,0.0009,3,true,1.000000,0.456001,4
true,"QAOA MaxCut (p=1, 3-regular)",4,108729574,4,2,2,0.500000,1,3,0.250000,1,1.000000,0.0048,1,0.250000,0.0009,3,true,1.000000,0.813461,4
true,"QAOA MaxCut (p=1, 3-regular)",4,2694702132,4,2,2,0.500000,1,3,0.250000,1,1.000000,0.0013,1,0.250000,0.0009,3,true,1.000000,0.259570,4
true,"QAOA MaxCut (p=1, 3-regular)",6,4137759222,6,6,0,0.000000,5,1,0.833333,2,1.000000,0.0006,2,0.833333,0.0006,1,true,1.000000,0.076268,1
true,"QAOA MaxCut (p=1, 3-regular)",6,319431061,6,5,1,0.166667,5,1,0.833333,2,1.000000,0.0007,2,0.833333,0.0006,1,true,1.000000,0.120617,2
true,"QAOA MaxCut (p=1, 3-regular)",6,3496785628,6,5,1,0.166667,5,1,0.833333,2,1.000000,0.0006,2,0.833333,0.0006,1,true,1.000000,0.048617,2
true,"QAOA MaxCut (p=1, 3-regular)",6,2664551302,6,5,1,0.166667,5,1,0.833333,2,1.000000,0.0006,2,0.833333,0.0006,1,true,1.000000,0.078137,2
true,"QAOA MaxCut (p=1, 3-regular)",8,1661336855,8,6,2,0.250000,4,4,0.500000,4,1.000000,0.0033,4,0.500000,0.0032,4,true,1.000000,0.043628,4
true,"QAOA MaxCut (p=1, 3-regular)",8,1847235506,8,0,8,1.000000,0,8,0.000000,1,1.000000,0.0091,1,0.000000,0.0054,8,true,1.000000,0.403102,256
true,"QAOA MaxCut (p=1, 3-regular)",8,793597306,8,8,0,0.000000,7,1,0.875000,2,1.000000,0.0010,2,0.875000,0.0009,1,true,1.000000,0.175809,1
true,"QAOA MaxCut (p=1, 3-regular)",8,769596849,8,8,0,0.000000,4,4,0.500000,4,1.000000,0.0027,4,0.500000,0.0033,4,true,1.000000,-0.221569,1
true,"Quantum Fourier Transform",4,3889284766,18,3,15,0.833333,3,15,0.166667,1,1.000000,0.0103,1,0.166667,0.0044,15,true,1.000000,0.576637,32768
true,"Quantum Fourier Transform",4,3838657760,18,3,15,0.833333,3,15,0.166667,1,1.000000,0.0045,1,0.166667,0.0043,15,true,1.000000,0.065723,32768
true,"Quantum Fourier Transform",4,342661200,18,3,15,0.833333,3,15,0.166667,1,1.000000,0.0123,1,0.166667,0.0041,15,true,1.000000,0.666148,32768
true,"Quantum Fourier Transform",4,1848250140,18,3,15,0.833333,3,15,0.166667,1,1.000000,0.0050,1,0.166667,0.0042,15,true,1.000000,0.148311,32768
true,"Quantum Fourier Transform",5,3582825853,30,4,26,0.866667,4,26,0.133333,1,1.000000,0.0132,1,0.133333,0.0112,26,true,1.000000,0.156555,67108864
true,"Quantum Fourier Transform",5,1271647492,30,4,26,0.866667,4,26,0.133333,1,1.000000,0.0100,1,0.133333,0.0123,26,true,1.000000,-0.223502,67108864
true,"Quantum Fourier Transform",5,221098050,30,4,26,0.866667,4,26,0.133333,1,1.000000,0.0123,1,0.133333,0.0119,26,true,1.000000,0.029676,67108864
true,"Quantum Fourier Transform",5,3279008476,30,4,26,0.866667,4,26,0.133333,1,1.000000,0.0113,1,0.133333,0.0117,26,true,1.000000,-0.029311,67108864
true,"Quantum Fourier Transform",6,1146771283,45,5,40,0.888889,5,40,0.111111,1,1.000000,0.0224,1,0.111111,0.0222,40,true,1.000000,0.006174,1099511627776
true,"Quantum Fourier Transform",6,3988423255,45,5,40,0.888889,5,40,0.111111,1,1.000000,0.0237,1,0.111111,0.0212,40,true,1.000000,0.105092,1099511627776
true,"Quantum Fourier Transform",6,1320693017,45,5,40,0.888889,5,40,0.111111,1,1.000000,0.0229,1,0.111111,0.0218,40,true,1.000000,0.047183,1099511627776
true,"Quantum Fourier Transform",6,1994212097,45,5,40,0.888889,5,40,0.111111,1,1.000000,0.0215,1,0.111111,0.0215,40,true,1.000000,0.000566,1099511627776
true,"Quantum Fourier Transform",7,3189114421,60,6,54,0.900000,6,54,0.100000,1,1.000000,0.0365,1,0.100000,0.0346,54,true,1.000000,0.052952,18014398509481984
true,"Quantum Fourier Transform",7,1345131640,60,6,54,0.900000,6,54,0.100000,1,1.000000,0.0339,1,0.100000,0.0362,54,true,1.000000,-0.066076,18014398509481984
true,"Quantum Fourier Transform",7,3947205874,60,6,54,0.900000,6,54,0.100000,1,1.000000,0.0348,1,0.100000,0.0359,54,true,1.000000,-0.030825,18014398509481984
true,"Quantum Fourier Transform",7,1064437969,60,6,54,0.900000,6,54,0.100000,1,1.000000,0.0337,1,0.100000,0.0356,54,true,1.000000,-0.055563,18014398509481984
true,"Quantum Fourier Transform",8,1718845397,75,7,68,0.906667,7,68,0.093333,1,1.000000,0.0529,1,0.093333,0.0493,68,true,1.000000,0.066733,4611686018427387903
true,"Quantum Fourier Transform",8,1352189381,75,7,68,0.906667,7,68,0.093333,1,1.000000,0.0510,1,0.093333,0.0529,68,true,1.000000,-0.038262,4611686018427387903
true,"Quantum Fourier Transform",8,2296142946,75,7,68,0.906667,7,68,0.093333,1,1.000000,0.0511,1,0.093333,0.0518,68,true,1.000000,-0.013885,4611686018427387903
true,"Quantum Fourier Transform",8,3388976167,75,7,68,0.906667,7,68,0.093333,1,1.000000,0.0514,1,0.093333,0.0525,68,true,1.000000,-0.022071,4611686018427387903
true,"Grover Search",4,1492583983,84,4,80,0.952381,4,80,0.047619,1,1.000000,0.1538,1,0.047619,0.0416,80,true,1.000000,0.729605,4611686018427387903
true,"Grover Search",4,3968979663,84,4,80,0.952381,4,80,0.047619,1,1.000000,0.0342,1,0.047619,0.0302,80,true,1.000000,0.116606,4611686018427387903
true,"Grover Search",4,890902210,84,4,80,0.952381,4,80,0.047619,1,1.000000,0.0301,1,0.047619,0.0275,80,true,1.000000,0.086318,4611686018427387903
true,"Grover Search",4,852868954,84,4,80,0.952381,4,80,0.047619,1,1.000000,0.0276,1,0.047619,0.0286,80,true,1.000000,-0.037024,4611686018427387903
true,"Grover Search",5,3603495564,140,5,135,0.964286,5,135,0.035714,4,1.000000,0.0897,4,0.035714,0.0643,135,true,1.000000,0.283755,4611686018427387903
true,"Grover Search",5,3276086261,140,5,135,0.964286,5,135,0.035714,4,1.000000,0.0647,4,0.035714,0.0635,135,true,1.000000,0.018344,4611686018427387903
true,"Grover Search",5,225699990,140,5,135,0.964286,5,135,0.035714,4,1.000000,0.0627,4,0.035714,0.0616,135,true,1.000000,0.017461,4611686018427387903
true,"Grover Search",5,3832698861,140,5,135,0.964286,5,135,0.035714,4,1.000000,0.0694,4,0.035714,0.0609,135,true,1.000000,0.122552,4611686018427387903
true,"Grover Search",6,613172767,294,6,288,0.979592,6,288,0.020408,6,1.000000,0.1727,6,0.020408,0.1802,288,true,1.000000,-0.043489,4611686018427387903
true,"Grover Search",6,1718146424,294,6,288,0.979592,6,288,0.020408,6,1.000000,0.1779,6,0.020408,0.1717,288,true,1.000000,0.034643,4611686018427387903
true,"Grover Search",6,387083800,294,6,288,0.979592,6,288,0.020408,6,1.000000,0.1759,6,0.020408,0.1746,288,true,1.000000,0.007101,4611686018427387903
true,"Grover Search",6,2474031888,294,6,288,0.979592,6,288,0.020408,6,1.000000,0.1749,6,0.020408,0.1792,288,true,1.000000,-0.024362,4611686018427387903
true,"Grover Search",7,4263813845,504,7,497,0.986111,7,497,0.013889,8,1.000000,0.3691,8,0.013889,0.3700,497,true,1.000000,-0.002191,4611686018427387903
true,"Grover Search",7,1517966590,504,7,497,0.986111,7,497,0.013889,8,1.000000,0.3619,8,0.013889,0.3636,497,true,1.000000,-0.004740,4611686018427387903
true,"Grover Search",7,1532562421,504,7,497,0.986111,7,497,0.013889,8,1.000000,0.3747,8,0.013889,0.3868,497,true,1.000000,-0.032150,4611686018427387903
true,"Grover Search",7,677762520,504,7,497,0.986111,7,497,0.013889,8,1.000000,0.3833,8,0.013889,0.3812,497,true,1.000000,0.005398,4611686018427387903
true,"Grover Search",8,1096189489,924,8,916,0.991342,8,916,0.008658,10,1.000000,0.8992,10,0.008658,0.8709,916,true,1.000000,0.031492,4611686018427387903
true,"Grover Search",8,1897721350,924,8,916,0.991342,8,916,0.008658,10,1.000000,0.9004,10,0.008658,0.8657,916,true,1.000000,0.038477,4611686018427387903
true,"Grover Search",8,1182127416,924,8,916,0.991342,8,916,0.008658,10,1.000000,0.8780,10,0.008658,0.8420,916,true,1.000000,0.041042,4611686018427387903
true,"Grover Search",8,3914012942,924,8,916,0.991342,8,916,0.008658,10,1.000000,0.8277,10,0.008658,0.8518,916,true,1.000000,-0.029055,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",4,2366573766,407,4,403,0.990172,4,403,0.009828,4,1.000000,0.1839,4,0.009828,0.1471,403,true,1.000000,0.200175,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",4,3427589177,410,4,406,0.990244,4,406,0.009756,4,1.000000,0.1531,4,0.009756,0.1503,406,true,1.000000,0.018345,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",4,947142042,420,4,416,0.990476,4,416,0.009524,4,1.000000,0.3482,4,0.009524,0.1641,416,true,1.000000,0.528795,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",4,831240643,410,4,406,0.990244,4,406,0.009756,4,1.000000,0.1505,4,0.009756,0.1353,406,true,1.000000,0.100811,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",5,825529224,511,5,506,0.990215,5,506,0.009785,6,1.000000,0.2366,6,0.009785,0.2228,506,true,1.000000,0.058665,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",5,441270149,516,5,511,0.990310,5,511,0.009690,6,1.000000,0.2575,6,0.009690,0.2359,511,true,1.000000,0.083967,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",5,1437159286,518,5,513,0.990347,5,513,0.009653,6,1.000000,0.2562,6,0.009653,0.2320,513,true,1.000000,0.094375,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",5,3752854109,516,5,511,0.990310,5,511,0.009690,8,1.000000,0.2670,8,0.009690,0.3536,511,true,1.000000,-0.324209,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",6,1631822290,628,6,622,0.990446,6,622,0.009554,8,1.000000,0.3561,8,0.009554,0.3450,622,true,1.000000,0.030938,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",6,1420497450,610,6,604,0.990164,6,604,0.009836,8,1.000000,0.3321,8,0.009836,0.3400,604,true,1.000000,-0.023878,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",6,2951363976,618,6,612,0.990291,6,612,0.009709,8,1.000000,0.3393,8,0.009709,0.3223,612,true,1.000000,0.050244,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",6,1166530981,624,6,618,0.990385,6,618,0.009615,8,1.000000,0.3302,8,0.009615,0.3464,618,true,1.000000,-0.048986,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",7,2009008322,707,7,700,0.990099,7,700,0.009901,8,1.000000,0.4684,8,0.009901,0.6883,700,true,1.000000,-0.469238,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",7,3304881888,709,7,702,0.990127,7,702,0.009873,8,1.000000,0.4543,8,0.009873,0.4875,702,true,1.000000,-0.073108,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",7,864963537,723,7,716,0.990318,7,716,0.009682,8,1.000000,0.4857,8,0.009682,0.4898,716,true,1.000000,-0.008338,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",7,2553115152,705,7,698,0.990071,7,698,0.009929,8,1.000000,0.4476,8,0.009929,0.4723,698,true,1.000000,-0.055232,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",8,735951550,814,8,806,0.990172,8,806,0.009828,8,1.000000,0.6937,8,0.009828,0.6619,806,true,1.000000,0.045875,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",8,3687482960,821,8,813,0.990256,8,813,0.009744,8,1.000000,0.6218,8,0.009744,0.6382,813,true,1.000000,-0.026408,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",8,165010741,817,8,809,0.990208,8,809,0.009792,8,1.000000,0.6415,8,0.009792,0.6638,809,true,1.000000,-0.034716,4611686018427387903
true,"VQE Hardware-Efficient Ansatz",8,2022794395,829,8,821,0.990350,8,821,0.009650,8,1.000000,0.6826,8,0.009650,0.6945,821,true,1.000000,-0.017517,4611686018427387903
true,"Surface Code",5,1649690566,4,2,2,0.500000,2,2,0.500000,1,1.000000,0.0015,1,0.500000,0.0009,2,true,1.000000,0.365970,4
true,"Surface Code",5,1937049638,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0010,2,0.500000,0.0012,2,true,1.000000,-0.187977,4
true,"Surface Code",5,3383057553,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0012,2,0.500000,0.0009,2,true,1.000000,0.216507,4
true,"Surface Code",5,1558220266,4,1,3,0.750000,1,3,0.250000,1,1.000000,0.0014,1,0.250000,0.0013,3,true,1.000000,0.072606,8
true,"Surface Code",5,2261627117,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0010,2,0.500000,0.0008,2,true,1.000000,0.144714,4
true,"Surface Code",5,3654574979,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0020,2,0.500000,0.0009,2,true,1.000000,0.566985,4
true,"Surface Code",5,2134613965,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0010,2,0.500000,0.0008,2,true,1.000000,0.132436,4
true,"Surface Code",5,1666492754,4,2,2,0.500000,2,2,0.500000,1,1.000000,0.0009,1,0.500000,0.0008,2,true,1.000000,0.047046,4
true,"Surface Code",5,305456273,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0053,2,0.500000,0.0014,2,true,1.000000,0.739763,4
true,"Surface Code",5,678054360,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0018,2,0.500000,0.0016,2,true,1.000000,0.106397,4
true,"Surface Code",5,2617327880,4,1,3,0.750000,1,3,0.250000,2,1.000000,0.0022,2,0.250000,0.0086,3,true,1.000000,-2.981738,8
true,"Surface Code",5,799546593,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0165,2,0.500000,0.0115,2,true,1.000000,0.301013,4
true,"Surface Code",5,1645064499,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0047,2,0.500000,0.0057,2,true,1.000000,-0.222752,4
true,"Surface Code",5,1195300255,4,2,2,0.500000,2,2,0.500000,1,1.000000,0.0026,1,0.500000,0.0026,2,true,1.000000,-0.000372,4
true,"Surface Code",5,827043622,4,2,2,0.500000,2,2,0.500000,1,1.000000,0.0026,1,0.500000,0.0021,2,true,1.000000,0.184596,4
true,"Surface Code",5,714596462,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0017,2,0.500000,0.0017,2,true,1.000000,-0.002208,4
true,"Surface Code",5,675470713,4,2,2,0.500000,2,2,0.500000,1,1.000000,0.0017,1,0.500000,0.0016,2,true,1.000000,0.064507,4
true,"Surface Code",5,432202457,4,2,2,0.500000,2,2,0.500000,1,1.000000,0.0024,1,0.500000,0.0017,2,true,1.000000,0.278454,4
true,"Surface Code",5,3038898621,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0022,2,0.500000,0.0020,2,true,1.000000,0.068422,4
true,"Surface Code",5,1761818350,4,2,2,0.500000,2,2,0.500000,2,1.000000,0.0012,2,0.500000,0.0019,2,true,1.000000,-0.571859,4
