success,family,n_qubits,seed,n_t_gates,n_total_gates,gf2_rank,nullity,nullity_ratio,rank_ratio,rank_to_t_ratio,t_density,xbit_density,n_disentanglable,n_not_disentanglable
True,Random Clifford+T (Brick-wall),4,1629422042,4,16,4,0,0.0,1.0,1.0,1.0,0.5,4,0
True,Random Clifford+T (Brick-wall),4,2688276589,4,16,4,0,0.0,1.0,1.0,1.0,0.375,3,1
True,Random Clifford+T (Brick-wall),4,3638259386,4,16,2,2,0.5,0.5,0.5,1.0,0.25,2,2
True,Random Clifford+T (Brick-wall),4,1835439707,4,16,3,1,0.25,0.75,0.75,1.0,0.375,3,1
True,Random Clifford+T (Brick-wall),6,2026010961,6,36,5,1,0.166667,0.833333,0.833333,1.0,0.416667,5,1
True,Random Clifford+T (Brick-wall),6,2000336686,6,36,5,1,0.166667,0.833333,0.833333,1.0,0.333333,4,2
True,Random Clifford+T (Brick-wall),6,793867767,6,36,5,1,0.166667,0.833333,0.833333,1.0,0.5,5,1
True,Random Clifford+T (Brick-wall),6,1888795809,6,36,6,0,0.0,1.0,1.0,1.0,0.5,6,0
True,Random Clifford+T (Brick-wall),8,2186986403,8,64,8,0,0.0,1.0,1.0,1.0,0.390625,8,0
True,Random Clifford+T (Brick-wall),8,1306103368,8,64,8,0,0.0,1.0,1.0,1.0,0.296875,7,1
True,Random Clifford+T (Brick-wall),8,3408470013,8,64,6,2,0.25,0.75,0.75,1.0,0.375,6,2
True,Random Clifford+T (Brick-wall),8,3145813567,8,64,7,1,0.125,0.875,0.875,1.0,0.375,8,0
True,Random Clifford+T (Brick-wall),10,3958899051,10,100,9,1,0.1,0.9,0.9,1.0,0.38,9,1
True,Random Clifford+T (Brick-wall),10,2702275812,10,100,9,1,0.1,0.9,0.9,1.0,0.43,9,1
True,Random Clifford+T (Brick-wall),10,2578631880,10,100,8,2,0.2,0.8,0.8,1.0,0.39,9,1
True,Random Clifford+T (Brick-wall),10,1438541476,10,100,8,2,0.2,0.8,0.8,1.0,0.45,8,2
True,Random Clifford+T (Brick-wall),12,563839114,12,144,11,1,0.083333,0.916667,0.916667,1.0,0.333333,10,2
True,Random Clifford+T (Brick-wall),12,396147841,12,144,11,1,0.083333,0.916667,0.916667,1.0,0.347222,11,1
True,Random Clifford+T (Brick-wall),12,1279496614,12,144,10,2,0.166667,0.833333,0.833333,1.0,0.3125,10,2
True,Random Clifford+T (Brick-wall),12,2347471213,12,144,12,0,0.0,1.0,1.0,1.0,0.388889,10,2
True,Random Clifford+T (Brick-wall),14,4045663978,14,196,13,1,0.071429,0.928571,0.928571,1.0,0.392857,13,1
True,Random Clifford+T (Brick-wall),14,612354814,14,196,13,1,0.071429,0.928571,0.928571,1.0,0.408163,13,1
True,Random Clifford+T (Brick-wall),14,3972145590,14,196,13,1,0.071429,0.928571,0.928571,1.0,0.382653,13,1
True,Random Clifford+T (Brick-wall),14,1609384363,14,196,14,0,0.0,1.0,1.0,1.0,0.387755,13,1
True,Random Clifford+T (Brick-wall),16,2491647278,16,256,15,1,0.0625,0.9375,0.9375,1.0,0.40625,15,1
True,Random Clifford+T (Brick-wall),16,624260714,16,256,15,1,0.0625,0.9375,0.9375,1.0,0.320312,14,2
True,Random Clifford+T (Brick-wall),16,3291807,16,256,16,0,0.0,1.0,1.0,1.0,0.375,15,1
True,Random Clifford+T (Brick-wall),16,3065863495,16,256,15,1,0.0625,0.9375,0.9375,1.0,0.378906,14,2
True,Random Clifford+T (Brick-wall),20,1298526639,20,400,19,1,0.05,0.95,0.95,1.0,0.35,18,2
True,Random Clifford+T (Brick-wall),20,263995044,20,400,19,1,0.05,0.95,0.95,1.0,0.3425,19,1
True,Random Clifford+T (Brick-wall),20,152930049,20,400,19,1,0.05,0.95,0.95,1.0,0.405,18,2
True,Random Clifford+T (Brick-wall),20,4054064086,20,400,20,0,0.0,1.0,1.0,1.0,0.4175,19,1
True,Random Clifford+T (Brick-wall),24,3414947777,24,576,22,2,0.083333,0.916667,0.916667,1.0,0.402778,23,1
True,Random Clifford+T (Brick-wall),24,324861961,24,576,22,2,0.083333,0.916667,0.916667,1.0,0.342014,22,2
True,Random Clifford+T (Brick-wall),24,308107970,24,576,22,2,0.083333,0.916667,0.916667,1.0,0.376736,23,1
True,Random Clifford+T (Brick-wall),24,1274788393,24,576,23,1,0.041667,0.958333,0.958333,1.0,0.347222,22,2
True,Random Clifford+T (Brick-wall),32,1927629004,32,1024,32,0,0.0,1.0,1.0,1.0,0.369141,31,1
True,Random Clifford+T (Brick-wall),32,3640603264,32,1024,31,1,0.03125,0.96875,0.96875,1.0,0.416016,31,1
True,Random Clifford+T (Brick-wall),32,823695490,32,1024,32,0,0.0,1.0,1.0,1.0,0.404297,32,0
True,Random Clifford+T (Brick-wall),32,2221177261,32,1024,32,0,0.0,1.0,1.0,1.0,0.387695,31,1
True,Random Clifford+T (Brick-wall),48,1798629417,48,2304,48,0,0.0,1.0,1.0,1.0,0.386719,47,1
True,Random Clifford+T (Brick-wall),48,379207613,48,2304,47,1,0.020833,0.979167,0.979167,1.0,0.378906,47,1
True,Random Clifford+T (Brick-wall),48,1155861161,48,2304,48,0,0.0,1.0,1.0,1.0,0.369358,48,0
True,Random Clifford+T (Brick-wall),48,4040100335,48,2304,47,1,0.020833,0.979167,0.979167,1.0,0.40408,48,0
True,Random Clifford+T (Brick-wall),64,3207137712,64,4096,62,2,0.03125,0.96875,0.96875,1.0,0.38501,62,2
True,Random Clifford+T (Brick-wall),64,2653222364,64,4096,63,1,0.015625,0.984375,0.984375,1.0,0.390381,63,1
True,Random Clifford+T (Brick-wall),64,851932162,64,4096,64,0,0.0,1.0,1.0,1.0,0.408936,63,1
True,Random Clifford+T (Brick-wall),64,1084135698,64,4096,63,1,0.015625,0.984375,0.984375,1.0,0.374268,62,2
True,Random Clifford+T (All-to-all),4,1247034368,4,36,3,1,0.25,0.75,0.75,1.0,0.625,4,0
True,Random Clifford+T (All-to-all),4,3403506605,4,36,2,2,0.5,0.5,0.5,1.0,0.3125,2,2
True,Random Clifford+T (All-to-all),4,3295562981,4,36,3,1,0.25,0.75,0.75,1.0,0.5,4,0
True,Random Clifford+T (All-to-all),4,2336845436,4,36,4,0,0.0,1.0,1.0,1.0,0.5625,3,1
True,Random Clifford+T (All-to-all),6,3513821669,6,78,5,1,0.166667,0.833333,0.833333,1.0,0.416667,6,0
True,Random Clifford+T (All-to-all),6,1343167405,6,78,6,0,0.0,1.0,1.0,1.0,0.5,5,1
True,Random Clifford+T (All-to-all),6,2280118150,6,78,5,1,0.166667,0.833333,0.833333,1.0,0.5,5,1
True,Random Clifford+T (All-to-all),6,93829107,6,78,6,0,0.0,1.0,1.0,1.0,0.527778,6,0
True,Random Clifford+T (All-to-all),8,358552329,8,136,8,0,0.0,1.0,1.0,1.0,0.546875,7,1
True,Random Clifford+T (All-to-all),8,4047756599,8,136,7,1,0.125,0.875,0.875,1.0,0.515625,7,1
True,Random Clifford+T (All-to-all),8,72481852,8,136,6,2,0.25,0.75,0.75,1.0,0.515625,6,2
True,Random Clifford+T (All-to-all),8,513075200,8,136,6,2,0.25,0.75,0.75,1.0,0.4375,7,1
True,Random Clifford+T (All-to-all),10,651064580,10,210,9,1,0.1,0.9,0.9,1.0,0.51,10,0
True,Random Clifford+T (All-to-all),10,1014617531,10,210,9,1,0.1,0.9,0.9,1.0,0.52,9,1
True,Random Clifford+T (All-to-all),10,108876719,10,210,9,1,0.1,0.9,0.9,1.0,0.55,9,1
True,Random Clifford+T (All-to-all),10,580002959,10,210,9,1,0.1,0.9,0.9,1.0,0.59,9,1
True,Random Clifford+T (All-to-all),12,3696663907,12,300,10,2,0.166667,0.833333,0.833333,1.0,0.430556,12,0
True,Random Clifford+T (All-to-all),12,1761662003,12,300,12,0,0.0,1.0,1.0,1.0,0.465278,11,1
True,Random Clifford+T (All-to-all),12,1160539729,12,300,11,1,0.083333,0.916667,0.916667,1.0,0.555556,11,1
True,Random Clifford+T (All-to-all),12,503300903,12,300,10,2,0.166667,0.833333,0.833333,1.0,0.541667,11,1
True,Random Clifford+T (All-to-all),14,96150449,14,406,13,1,0.071429,0.928571,0.928571,1.0,0.469388,13,1
True,Random Clifford+T (All-to-all),14,3078467001,14,406,13,1,0.071429,0.928571,0.928571,1.0,0.489796,12,2
True,Random Clifford+T (All-to-all),14,3641338319,14,406,13,1,0.071429,0.928571,0.928571,1.0,0.464286,13,1
True,Random Clifford+T (All-to-all),14,1042439578,14,406,14,0,0.0,1.0,1.0,1.0,0.454082,13,1
True,Random Clifford+T (All-to-all),16,3565075534,16,528,15,1,0.0625,0.9375,0.9375,1.0,0.492188,15,1
True,Random Clifford+T (All-to-all),16,657979984,16,528,16,0,0.0,1.0,1.0,1.0,0.46875,15,1
True,Random Clifford+T (All-to-all),16,1281120493,16,528,16,0,0.0,1.0,1.0,1.0,0.417969,14,2
True,Random Clifford+T (All-to-all),16,906228991,16,528,16,0,0.0,1.0,1.0,1.0,0.480469,14,2
True,Random Clifford+T (All-to-all),20,161180611,20,820,19,1,0.05,0.95,0.95,1.0,0.52,19,1
True,Random Clifford+T (All-to-all),20,3891871287,20,820,19,1,0.05,0.95,0.95,1.0,0.495,19,1
True,Random Clifford+T (All-to-all),20,3794914517,20,820,19,1,0.05,0.95,0.95,1.0,0.4425,19,1
True,Random Clifford+T (All-to-all),20,1150760544,20,820,20,0,0.0,1.0,1.0,1.0,0.445,19,1
True,Random Clifford+T (All-to-all),24,1765281363,24,1176,23,1,0.041667,0.958333,0.958333,1.0,0.491319,24,0
True,Random Clifford+T (All-to-all),24,3626387090,24,1176,22,2,0.083333,0.916667,0.916667,1.0,0.506944,23,1
True,Random Clifford+T (All-to-all),24,2072322645,24,1176,23,1,0.041667,0.958333,0.958333,1.0,0.458333,24,0
True,Random Clifford+T (All-to-all),24,2401022590,24,1176,23,1,0.041667,0.958333,0.958333,1.0,0.489583,23,1
True,Random Clifford+T (All-to-all),32,480030856,32,2080,31,1,0.03125,0.96875,0.96875,1.0,0.46875,31,1
True,Random Clifford+T (All-to-all),32,2784770934,32,2080,31,1,0.03125,0.96875,0.96875,1.0,0.511719,31,1
True,Random Clifford+T (All-to-all),32,3200164903,32,2080,32,0,0.0,1.0,1.0,1.0,0.486328,32,0
True,Random Clifford+T (All-to-all),32,3003776715,32,2080,31,1,0.03125,0.96875,0.96875,1.0,0.477539,32,0
True,Random Clifford+T (All-to-all),48,3418971397,48,4656,47,1,0.020833,0.979167,0.979167,1.0,0.485243,47,1
True,Random Clifford+T (All-to-all),48,2154652010,48,4656,48,0,0.0,1.0,1.0,1.0,0.487847,46,2
True,Random Clifford+T (All-to-all),48,1586946687,48,4656,48,0,0.0,1.0,1.0,1.0,0.486979,47,1
True,Random Clifford+T (All-to-all),48,4146122641,48,4656,48,0,0.0,1.0,1.0,1.0,0.492188,47,1
True,Random Clifford+T (All-to-all),64,2561304100,64,8256,64,0,0.0,1.0,1.0,1.0,0.48291,63,1
True,Random Clifford+T (All-to-all),64,2216549028,64,8256,63,1,0.015625,0.984375,0.984375,1.0,0.476318,63,1
True,Random Clifford+T (All-to-all),64,1898304095,64,8256,61,3,0.046875,0.953125,0.953125,1.0,0.479004,63,1
True,Random Clifford+T (All-to-all),64,2486628638,64,8256,63,1,0.015625,0.984375,0.984375,1.0,0.497803,63,1
True,Bernstein-Vazirani,4,3354841799,4,14,3,1,0.25,0.75,0.75,1.0,0.375,2,2
True,Bernstein-Vazirani,4,573643802,4,13,2,2,0.5,0.5,0.5,1.0,0.25,2,2
True,Bernstein-Vazirani,4,647228795,4,13,3,1,0.25,0.75,0.75,1.0,0.3125,3,1
True,Bernstein-Vazirani,4,1503680085,4,13,3,1,0.25,0.75,0.75,1.0,0.375,3,1
True,Bernstein-Vazirani,6,3150271030,6,21,4,2,0.333333,0.666667,0.666667,1.0,0.166667,4,2
True,Bernstein-Vazirani,6,1317045670,6,20,5,1,0.166667,0.833333,0.833333,1.0,0.166667,5,1
True,Bernstein-Vazirani,6,3357688907,6,21,4,2,0.333333,0.666667,0.666667,1.0,0.25,4,2
True,Bernstein-Vazirani,6,1399770534,6,21,5,1,0.166667,0.833333,0.833333,1.0,0.333333,5,1
True,Bernstein-Vazirani,8,1313113347,8,28,5,3,0.375,0.625,0.625,1.0,0.25,5,3
True,Bernstein-Vazirani,8,1076946478,8,29,4,4,0.5,0.5,0.5,1.0,0.203125,4,4
True,Bernstein-Vazirani,8,2684156893,8,28,6,2,0.25,0.75,0.75,1.0,0.25,6,2
True,Bernstein-Vazirani,8,930578159,8,27,7,1,0.125,0.875,0.875,1.0,0.125,7,1
True,Bernstein-Vazirani,10,305949496,10,34,6,4,0.4,0.6,0.6,1.0,0.22,7,3
True,Bernstein-Vazirani,10,4255013536,10,33,6,4,0.4,0.6,0.6,1.0,0.13,5,5
True,Bernstein-Vazirani,10,645353807,10,34,6,4,0.4,0.6,0.6,1.0,0.22,7,3
True,Bernstein-Vazirani,10,2010079422,10,32,5,5,0.5,0.5,0.5,1.0,0.12,5,5
True,Bernstein-Vazirani,12,2526849813,12,39,9,3,0.25,0.75,0.75,1.0,0.104167,9,3
True,Bernstein-Vazirani,12,3357213695,12,43,8,4,0.333333,0.666667,0.666667,1.0,0.180556,8,4
True,Bernstein-Vazirani,12,3011801097,12,46,9,3,0.25,0.75,0.75,1.0,0.083333,9,3
True,Bernstein-Vazirani,12,2025881584,12,43,9,3,0.25,0.75,0.75,1.0,0.131944,9,3
True,Bernstein-Vazirani,14,179661496,14,50,8,6,0.428571,0.571429,0.571429,1.0,0.153061,8,6
True,Bernstein-Vazirani,14,2279310646,14,47,9,5,0.357143,0.642857,0.642857,1.0,0.122449,10,4
True,Bernstein-Vazirani,14,443545786,14,47,7,7,0.5,0.5,0.5,1.0,0.071429,7,7
True,Bernstein-Vazirani,14,162173653,14,47,7,7,0.5,0.5,0.5,1.0,0.071429,7,7
True,Bernstein-Vazirani,16,2754726761,16,56,11,5,0.3125,0.6875,0.6875,1.0,0.125,11,5
True,Bernstein-Vazirani,16,1076961060,16,57,10,6,0.375,0.625,0.625,1.0,0.167969,11,5
True,Bernstein-Vazirani,16,1035859619,16,58,10,6,0.375,0.625,0.625,1.0,0.0625,10,6
True,Bernstein-Vazirani,16,1696263856,16,55,11,5,0.3125,0.6875,0.6875,1.0,0.089844,11,5
True,Bernstein-Vazirani,20,3163689501,20,70,12,8,0.4,0.6,0.6,1.0,0.05,12,8
True,Bernstein-Vazirani,20,80101892,20,69,14,6,0.3,0.7,0.7,1.0,0.05,14,6
True,Bernstein-Vazirani,20,1871239615,20,70,15,5,0.25,0.75,0.75,1.0,0.05,15,5
True,Bernstein-Vazirani,20,2469117505,20,71,11,9,0.45,0.55,0.55,1.0,0.05,11,9
True,Bernstein-Vazirani,24,2564951539,24,86,15,9,0.375,0.625,0.625,1.0,0.090278,15,9
True,Bernstein-Vazirani,24,635108618,24,84,15,9,0.375,0.625,0.625,1.0,0.104167,17,7
True,Bernstein-Vazirani,24,3915032019,24,87,16,8,0.333333,0.666667,0.666667,1.0,0.09375,16,8
True,Bernstein-Vazirani,24,2669191014,24,84,14,10,0.416667,0.583333,0.583333,1.0,0.0625,14,10
True,Bernstein-Vazirani,32,4126973288,32,110,19,13,0.40625,0.59375,0.59375,1.0,0.03125,19,13
True,Bernstein-Vazirani,32,1047758590,32,112,18,14,0.4375,0.5625,0.5625,1.0,0.046875,17,15
True,Bernstein-Vazirani,32,2019790902,32,113,22,10,0.3125,0.6875,0.6875,1.0,0.03125,22,10
True,Bernstein-Vazirani,32,3859789452,32,111,18,14,0.4375,0.5625,0.5625,1.0,0.075195,19,13
True,Bernstein-Vazirani,48,3814243157,48,167,31,17,0.354167,0.645833,0.645833,1.0,0.050781,32,16
True,Bernstein-Vazirani,48,2106324897,48,168,33,15,0.3125,0.6875,0.6875,1.0,0.020833,33,15
True,Bernstein-Vazirani,48,2453620871,48,170,30,18,0.375,0.625,0.625,1.0,0.032118,29,19
True,Bernstein-Vazirani,48,1519391588,48,166,29,19,0.395833,0.604167,0.604167,1.0,0.020833,29,19
True,Bernstein-Vazirani,64,879818775,64,225,37,27,0.421875,0.578125,0.578125,1.0,0.015625,37,27
True,Bernstein-Vazirani,64,1156905039,64,230,44,20,0.3125,0.6875,0.6875,1.0,0.024902,44,20
True,Bernstein-Vazirani,64,319659793,64,227,36,28,0.4375,0.5625,0.5625,1.0,0.015625,36,28
True,Bernstein-Vazirani,64,3911157764,64,219,37,27,0.421875,0.578125,0.578125,1.0,0.022217,37,27
True,Simon's Algorithm,4,1410698468,4,12,2,2,0.5,0.5,0.5,1.0,0.3125,2,2
True,Simon's Algorithm,4,4265287664,4,10,2,2,0.5,0.5,0.5,1.0,0.25,2,2
True,Simon's Algorithm,4,1159408798,4,11,2,2,0.5,0.5,0.5,1.0,0.3125,2,2
True,Simon's Algorithm,4,1614471508,4,11,2,2,0.5,0.5,0.5,1.0,0.375,2,2
True,Simon's Algorithm,6,132885906,6,17,3,3,0.5,0.5,0.5,1.0,0.25,3,3
True,Simon's Algorithm,6,34205525,6,19,3,3,0.5,0.5,0.5,1.0,0.194444,3,3
True,Simon's Algorithm,6,1980549682,6,21,3,3,0.5,0.5,0.5,1.0,0.222222,3,3
True,Simon's Algorithm,6,2386912684,6,17,3,3,0.5,0.5,0.5,1.0,0.305556,3,3
True,Simon's Algorithm,8,2892621201,8,32,4,4,0.5,0.5,0.5,1.0,0.171875,3,5
True,Simon's Algorithm,8,581320586,8,20,4,4,0.5,0.5,0.5,1.0,0.125,4,4
True,Simon's Algorithm,8,32090009,8,29,3,5,0.625,0.375,0.375,1.0,0.21875,3,5
True,Simon's Algorithm,8,787575626,8,26,4,4,0.5,0.5,0.5,1.0,0.203125,4,4
True,Simon's Algorithm,10,2088776936,10,29,4,6,0.6,0.4,0.4,1.0,0.19,4,6
True,Simon's Algorithm,10,3977258346,10,45,4,6,0.6,0.4,0.4,1.0,0.18,4,6
True,Simon's Algorithm,10,2267403285,10,33,5,5,0.5,0.5,0.5,1.0,0.19,5,5
True,Simon's Algorithm,10,3502702728,10,37,4,6,0.6,0.4,0.4,1.0,0.19,4,6
True,Simon's Algorithm,12,213408974,12,40,6,6,0.5,0.5,0.5,1.0,0.111111,5,7
True,Simon's Algorithm,12,2786235981,12,55,4,8,0.666667,0.333333,0.333333,1.0,0.222222,5,7
True,Simon's Algorithm,12,3082257207,12,45,6,6,0.5,0.5,0.5,1.0,0.159722,6,6
True,Simon's Algorithm,12,1688168850,12,50,6,6,0.5,0.5,0.5,1.0,0.111111,6,6
True,Simon's Algorithm,14,732201291,14,53,7,7,0.5,0.5,0.5,1.0,0.132653,7,7
True,Simon's Algorithm,14,1702150388,14,65,7,7,0.5,0.5,0.5,1.0,0.127551,6,8
True,Simon's Algorithm,14,4033304186,14,59,6,8,0.571429,0.428571,0.428571,1.0,0.132653,6,8
True,Simon's Algorithm,14,1453248980,14,71,7,7,0.5,0.5,0.5,1.0,0.096939,6,8
True,Simon's Algorithm,16,3970420167,16,68,6,10,0.625,0.375,0.375,1.0,0.09375,5,11
True,Simon's Algorithm,16,2685229671,16,68,7,9,0.5625,0.4375,0.4375,1.0,0.117188,7,9
True,Simon's Algorithm,16,629848679,16,68,7,9,0.5625,0.4375,0.4375,1.0,0.09375,7,9
True,Simon's Algorithm,16,1524470143,16,68,8,8,0.5,0.5,0.5,1.0,0.09375,7,9
True,Simon's Algorithm,20,76343641,20,104,9,11,0.55,0.45,0.45,1.0,0.0675,8,12
True,Simon's Algorithm,20,3294750889,20,95,9,11,0.55,0.45,0.45,1.0,0.095,9,11
True,Simon's Algorithm,20,224115763,20,68,9,11,0.55,0.45,0.45,1.0,0.1,9,11
True,Simon's Algorithm,20,3307967298,20,113,7,13,0.65,0.35,0.35,1.0,0.0875,7,13
True,Simon's Algorithm,24,2766851219,24,115,10,14,0.583333,0.416667,0.416667,1.0,0.078125,10,14
True,Simon's Algorithm,24,2948896290,24,126,10,14,0.583333,0.416667,0.416667,1.0,0.081597,11,13
True,Simon's Algorithm,24,1310220511,24,115,9,15,0.625,0.375,0.375,1.0,0.071181,9,15
True,Simon's Algorithm,24,790698885,24,104,11,13,0.541667,0.458333,0.458333,1.0,0.071181,11,13
True,Simon's Algorithm,32,1622601883,32,155,16,16,0.5,0.5,0.5,1.0,0.054688,15,17
True,Simon's Algorithm,32,3152970005,32,170,16,16,0.5,0.5,0.5,1.0,0.049805,16,16
True,Simon's Algorithm,32,1389483003,32,230,10,22,0.6875,0.3125,0.3125,1.0,0.053711,10,22
True,Simon's Algorithm,32,302211143,32,215,14,18,0.5625,0.4375,0.4375,1.0,0.054688,14,18
True,Simon's Algorithm,48,2272591537,48,465,19,29,0.604167,0.395833,0.395833,1.0,0.040799,18,30
True,Simon's Algorithm,48,1003973980,48,419,20,28,0.583333,0.416667,0.416667,1.0,0.042535,21,27
True,Simon's Algorithm,48,2727959902,48,419,20,28,0.583333,0.416667,0.416667,1.0,0.036892,20,28
True,Simon's Algorithm,48,3995569672,48,327,18,30,0.625,0.375,0.375,1.0,0.042535,19,29
True,Simon's Algorithm,64,1027634925,64,842,26,38,0.59375,0.40625,0.40625,1.0,0.032959,25,39
True,Simon's Algorithm,64,96215696,64,718,25,39,0.609375,0.390625,0.390625,1.0,0.022217,24,40
True,Simon's Algorithm,64,3569798596,64,594,26,38,0.59375,0.40625,0.40625,1.0,0.031494,27,37
True,Simon's Algorithm,64,4216419123,64,687,24,40,0.625,0.375,0.375,1.0,0.02417,23,41
True,Deutsch-Jozsa,4,1086136678,4,16,2,2,0.5,0.5,0.5,1.0,0.1875,2,2
True,Deutsch-Jozsa,4,2953771440,0,7,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,4,2398741322,0,8,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,4,2512578345,0,8,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,6,632919594,0,12,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,6,1407353797,6,25,3,3,0.5,0.5,0.5,1.0,0.111111,3,3
True,Deutsch-Jozsa,6,1996452483,0,11,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,6,1399728296,6,25,4,2,0.333333,0.666667,0.666667,1.0,0.166667,4,2
True,Deutsch-Jozsa,8,2862562293,8,34,4,4,0.5,0.5,0.5,1.0,0.078125,4,4
True,Deutsch-Jozsa,8,2512188725,8,34,3,5,0.625,0.375,0.375,1.0,0.046875,3,5
True,Deutsch-Jozsa,8,713457032,0,16,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,8,4002703664,0,15,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,10,2894379746,10,43,5,5,0.5,0.5,0.5,1.0,0.09,5,5
True,Deutsch-Jozsa,10,1677236133,0,20,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,10,2170285820,0,19,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,10,3038739642,0,20,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,12,2999572275,0,23,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,12,3664521497,12,52,7,5,0.416667,0.583333,0.583333,1.0,0.0625,7,5
True,Deutsch-Jozsa,12,1921546347,0,23,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,12,917176860,12,52,6,6,0.5,0.5,0.5,1.0,0.055556,6,6
True,Deutsch-Jozsa,14,878364677,14,61,6,8,0.571429,0.428571,0.428571,1.0,0.035714,6,8
True,Deutsch-Jozsa,14,540963192,0,27,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,14,2891646272,14,61,7,7,0.5,0.5,0.5,1.0,0.05102,7,7
True,Deutsch-Jozsa,14,3209433372,14,61,7,7,0.5,0.5,0.5,1.0,0.045918,7,7
True,Deutsch-Jozsa,16,2177328570,0,31,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,16,3428845084,16,70,6,10,0.625,0.375,0.375,1.0,0.035156,6,10
True,Deutsch-Jozsa,16,2981129161,0,31,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,16,1968463444,0,32,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,20,3148310816,0,39,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,20,3407819890,20,88,11,9,0.45,0.55,0.55,1.0,0.04,11,9
True,Deutsch-Jozsa,20,3377197082,0,39,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,20,3835324690,20,88,9,11,0.55,0.45,0.45,1.0,0.0325,9,11
True,Deutsch-Jozsa,24,588679641,0,47,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,24,273034120,24,106,13,11,0.458333,0.541667,0.541667,1.0,0.032986,13,11
True,Deutsch-Jozsa,24,3163285520,24,106,9,15,0.625,0.375,0.375,1.0,0.029514,9,15
True,Deutsch-Jozsa,24,3367646750,0,48,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,32,1840106566,0,63,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,32,1253132132,32,142,15,17,0.53125,0.46875,0.46875,1.0,0.019531,15,17
True,Deutsch-Jozsa,32,3729349504,0,63,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,32,2500149497,0,64,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,48,3403607391,48,214,23,25,0.520833,0.479167,0.479167,1.0,0.015191,23,25
True,Deutsch-Jozsa,48,3320723168,0,96,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,48,3335873664,0,95,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,48,2923406215,48,214,23,25,0.520833,0.479167,0.479167,1.0,0.016493,23,25
True,Deutsch-Jozsa,64,584637502,0,128,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,64,1531966151,64,286,31,33,0.515625,0.484375,0.484375,1.0,0.013184,31,33
True,Deutsch-Jozsa,64,420298912,0,127,0,0,,0.0,,0.0,,0,0
True,Deutsch-Jozsa,64,147593962,64,286,33,31,0.484375,0.515625,0.515625,1.0,0.011719,33,31
True,GHZ State,4,3135244225,4,8,1,3,0.75,0.25,0.25,1.0,0.25,1,3
True,GHZ State,4,624137301,4,8,1,3,0.75,0.25,0.25,1.0,0.25,1,3
True,GHZ State,4,2291686469,4,8,1,3,0.75,0.25,0.25,1.0,0.25,1,3
True,GHZ State,4,1233910836,4,8,1,3,0.75,0.25,0.25,1.0,0.25,1,3
True,GHZ State,6,2325471222,6,12,1,5,0.833333,0.166667,0.166667,1.0,0.166667,1,5
